,Year,Week,Player,Position,Injury,Practice Status,Game Status
4685,2012,11,Ryan Mathews,RB,Neck,Limited Participation in Practice,Questionable
4686,2012,11,Dante Rosario,TE,Hamstring,Limited Participation in Practice,Questionable
4687,2012,11,Aubrayo Franklin,DT,Knee,Did Not Participate In Practice,Out
4688,2012,11,Elvis Dumervil,DE,Shoulder,Limited Participation in Practice,Questionable
4689,2012,11,Corey White,CB,Knee,Did Not Participate In Practice,Out
4690,2012,11,Tyvon Branch,S,Neck,Limited Participation in Practice,Questionable
4691,2012,11,Darrius Heyward-Bey,WR,Hamstring,Did Not Participate In Practice,Questionable
4692,2012,11,Joe Haden,CB,Abdominal,Did Not Participate In Practice,Questionable
4693,2012,11,Ryan Cook,C,Knee,Did Not Participate In Practice,Doubtful
4694,2012,11,Calais Campbell,DE,Lower leg,Limited Participation in Practice,Questionable
4695,2012,11,Julio Jones,WR,Ankle,Did Not Participate In Practice,Questionable
4696,2012,11,John Abraham,DE,Back,Limited Participation in Practice,Questionable
4697,2012,11,Vance Walker,DT,Rib,Limited Participation in Practice,Questionable
4698,2012,11,Michael Turner,RB,Groin,Limited Participation in Practice,Questionable
4699,2012,11,Mike Vick,QB,Concussion,Did Not Participate In Practice,Out
4700,2012,11,Jason Avant,WR,Hamstring,,Out
4701,2012,11,Andrew Hawkins,WR,Knee,Limited Participation in Practice,Questionable
4702,2012,11,Reggie Nelson,S,Hamstring,Did Not Participate In Practice,Doubtful
4703,2012,11,Ryan Lilja,C,Knee,Did Not Participate In Practice,Questionable
4704,2012,11,Jake O'Connell,TE,Ankle,Did Not Participate In Practice,Out
4705,2012,11,Jon Baldwin,WR,Head,Did Not Participate In Practice,Out
4706,2012,11,Jon Asamoah,G,Hand,,Out
4707,2012,11,Deion Branch,WR,Hamstring,Limited Participation in Practice,Questionable
4708,2012,11,Malcolm Williams,CB,Thigh,Limited Participation in Practice,Questionable
4709,2012,11,Dan Connolly,G,Back,Limited Participation in Practice,Questionable
4710,2012,11,Logan Mankins,G,Ankle,Did Not Participate In Practice,Doubtful
4711,2012,11,Andrew Quarless,TE,Knee,Did Not Participate In Practice,Out
4712,2012,11,Terrell Manning,LB,Shoulder,Limited Participation in Practice,Questionable
4713,2012,11,Clay Matthews,LB,Hamstring,,Out
4714,2012,11,Jeremy Kerley,WR,Lower leg,Did Not Participate In Practice,Questionable
4715,2012,11,Bilal Powell,RB,Concussion,Limited Participation in Practice,Questionable
4716,2012,11,Austin Pettis,WR,Foot,Limited Participation in Practice,Questionable
4717,2012,11,Shea McClellin,DE,Concussion,,Out
4718,2012,11,Jay Cutler,QB,Concussion,,Out
4719,2012,11,Alex Smith,QB,Concussion,Limited Participation in Practice,Questionable
4720,2012,12,DeVier Posey,WR,Knee,Did Not Participate In Practice,Doubtful
4721,2012,12,Shaun Cody,DT,Back,Limited Participation in Practice,Questionable
4722,2012,12,Johnathan Joseph,CB,Hamstring,Did Not Participate In Practice,Questionable
4723,2012,12,Drayton Florence,CB,Concussion,Limited Participation in Practice,Questionable
4724,2012,12,Jeff Backus,T,Hamstring,Did Not Participate In Practice,Doubtful
4725,2012,12,Dan Connolly,C,Back,Limited Participation in Practice,Questionable
4726,2012,12,Rob Gronkowski,TE,Arm,Did Not Participate In Practice,Out
4727,2012,12,Chandler Jones,DE,Ankle,Did Not Participate In Practice,Out
4728,2012,12,Tim Tebow,QB,Rib,Full Participation in Practice,Questionable
4729,2012,12,Aaron Berry,CB,Thigh,Limited Participation in Practice,Questionable
4730,2012,12,London Fletcher,LB,Ankle,Limited Participation in Practice,Questionable
4731,2012,12,Charlie Peprah,S,Concussion,Limited Participation in Practice,Questionable
4732,2012,12,Kevin Ogletree,WR,Concussion,Did Not Participate In Practice,Out
4733,2012,12,Danny McCray,S,Hip,Limited Participation in Practice,Questionable
4734,2012,12,Jay Ratliff,DT,Groin,Did Not Participate In Practice,Questionable
4735,2012,12,Tyron Smith,T,Ankle,Limited Participation in Practice,Questionable
4736,2012,12,Domenik Hixon,WR,Ankle,Did Not Participate In Practice,Out
4737,2012,12,Lance Kendricks,TE,Knee,Limited Participation in Practice,Questionable
4738,2012,12,Mario Haggan,LB,Elbow,Did Not Participate In Practice,Out
4739,2012,12,Danny Amendola,WR,Foot,Did Not Participate In Practice,Doubtful
4740,2012,12,Rodney McLeod,S,Lower leg,Did Not Participate In Practice,Questionable
4741,2012,12,Early Doucet,WR,Rib,Limited Participation in Practice,Questionable
4742,2012,12,LaRod Stephens-Howling,RB,Rib,Limited Participation in Practice,Questionable
4743,2012,12,Peria Jerry,DT,Thigh,Did Not Participate In Practice,Questionable
4744,2012,12,Asante Samuel,CB,Shoulder,Limited Participation in Practice,Questionable
4745,2012,12,Eric Wright,CB,Lower leg,Limited Participation in Practice,Questionable
4746,2012,12,Chris Johnson,CB,Thigh,Did Not Participate In Practice,Doubtful
4747,2012,12,Larry English,LB,Lower leg,Did Not Participate In Practice,Out
4748,2012,12,Tyronne Green,G,Hamstring,Did Not Participate In Practice,Doubtful
4749,2012,12,Jerricho Cotchery,WR,Rib,Did Not Participate In Practice,Out
4750,2012,12,Byron Leftwich,QB,Rib,Did Not Participate In Practice,Out
4751,2012,12,Raymond Ventrone,S,Lower leg,Did Not Participate In Practice,Out
4752,2012,12,Austin Spitler,LB,Ankle,Limited Participation in Practice,Questionable
4753,2012,12,Craig Stevens,TE,Hamstring,Full Participation in Practice,Questionable
4754,2012,12,Lavelle Hawkins,WR,Ankle,Limited Participation in Practice,Questionable
4755,2012,12,Jamie Harper,RB,Ankle,Limited Participation in Practice,Questionable
4756,2012,12,William Middleton,CB,Concussion,Did Not Participate In Practice,Out
4757,2012,12,Greg K. Jones,RB,Thigh,Did Not Participate In Practice,Out
4758,2012,12,Charlie Johnson,G,Foot,Limited Participation in Practice,Questionable
4759,2012,12,Kellen Davis,TE,Ankle,Limited Participation in Practice,Questionable
4760,2012,12,Alshon Jeffery,WR,Knee,,Out
4761,2012,12,Brad Smith,WR,Hamstring,Limited Participation in Practice,Questionable
4762,2012,12,Corey McIntyre,RB,Knee,Limited Participation in Practice,Questionable
4763,2012,12,Cory Redding,DE,Hip,Full Participation in Practice,Questionable
4764,2012,12,Jack Crawford,DE,Foot,Did Not Participate In Practice,Questionable
4765,2012,12,Taiwan Jones,RB,Ankle,Limited Participation in Practice,Questionable
4766,2012,12,Richard Quinn,TE,Hamstring,Did Not Participate In Practice,Doubtful
4767,2012,12,Omar Bolden,CB,Concussion,Limited Participation in Practice,Questionable
4768,2012,12,Ryan Lilja,G,Knee,Limited Participation in Practice,Questionable
4769,2012,12,Elbert Mack,CB,Concussion,Limited Participation in Practice,Out
4770,2012,12,Charles Brown,T,Knee,Did Not Participate In Practice,Out
4771,2012,12,LeSean McCoy,RB,Concussion,Did Not Participate In Practice,Out
4772,2012,13,Tom Johnson,DT,Back,Did Not Participate In Practice,Out
4773,2012,13,David Thomas,TE,Knee,Limited Participation in Practice,Questionable
4774,2012,13,Isa Abdul-Quddus,S,Concussion,Did Not Participate In Practice,Out
4775,2012,13,Johnny White,RB,Concussion,Did Not Participate In Practice,Out
4776,2012,13,Donald Driver,WR,Hand,Did Not Participate In Practice,Questionable
4777,2012,13,C.J. Wilson,DE,Knee,Did Not Participate In Practice,Out
4778,2012,13,Sean Richardson,S,Back,Limited Participation in Practice,Questionable
4779,2012,13,Captain Munnerlyn,CB,Hamstring,Did Not Participate In Practice,Questionable
4780,2012,13,Tamba Hali,LB,Knee,Limited Participation in Practice,Questionable
4781,2012,13,Sidney Rice,WR,Lower leg,Limited Participation in Practice,Questionable
4782,2012,13,Red Bryant,DE,Foot,Did Not Participate In Practice,Questionable
4783,2012,13,Marcus Trufant,CB,Hamstring,Did Not Participate In Practice,Doubtful
4784,2012,13,Leroy Hill,LB,Ankle,Did Not Participate In Practice,Questionable
4785,2012,13,Chris Spencer,G,Knee,,Out
4786,2012,13,Devin Hester,WR,Concussion,,Out
4787,2012,13,Mike Adams,T,Ankle,Did Not Participate In Practice,Out
4788,2012,13,LaMarr Woodley,LB,Ankle,Did Not Participate In Practice,Out
4789,2012,13,Willie Colon,T,Knee,Limited Participation in Practice,Questionable
4790,2012,13,Dannell Ellerbe,LB,Ankle,Did Not Participate In Practice,Questionable
4791,2012,13,Ed Dickson,TE,Knee,Did Not Participate In Practice,Doubtful
4792,2012,13,Tom Zbikowski,S,Knee,Did Not Participate In Practice,Out
4793,2012,13,Martin Tevaseu,DT,Head,Full Participation in Practice,Questionable
4794,2012,13,Kyle Vanden Bosch,DE,Neck,Full Participation in Practice,Questionable
4795,2012,13,Bradie James,LB,Hamstring,Did Not Participate In Practice,Out
4796,2012,13,Alan Ball,CB,Foot,Did Not Participate In Practice,Questionable
4797,2012,13,Derek Newton,T,Knee,Did Not Participate In Practice,Out
4798,2012,13,Brooks Reed,LB,Groin,Did Not Participate In Practice,Out
4799,2012,13,Antoine Caldwell,G,Hamstring,Did Not Participate In Practice,Out
4800,2012,13,Derrick Morgan,DE,Knee,Did Not Participate In Practice,Questionable
4801,2012,13,Colin McCarthy,LB,Concussion,Did Not Participate In Practice,Out
4802,2012,13,Damian Williams,WR,Hamstring,Limited Participation in Practice,Questionable
4803,2012,13,Darcel McBath,S,Concussion,Limited Participation in Practice,Questionable
4804,2012,13,Robert Quinn,DE,Concussion,Limited Participation in Practice,Questionable
4805,2012,13,Scott Wells,C,Knee,Limited Participation in Practice,Questionable
4806,2012,13,Barry Richardson,T,Knee,Limited Participation in Practice,Questionable
4807,2012,13,Josh Cribbs,WR,Shoulder,Limited Participation in Practice,Questionable
4808,2012,13,Usama Young,S,Head,Did Not Participate In Practice,Out
4809,2012,13,Justin Rogers,CB,Foot,Limited Participation in Practice,Questionable
4810,2012,13,Corey McIntyre,RB,Ankle,Limited Participation in Practice,Questionable
4811,2012,13,Donald Jones,WR,Lower leg,Did Not Participate In Practice,Questionable
4812,2012,13,Fletcher Cox,DT,Back,Did Not Participate In Practice,Questionable
4813,2012,13,Dallas Reynolds,C,Ankle,Full Participation in Practice,Questionable
4814,2012,13,Charlie Peprah,S,Foot,Did Not Participate In Practice,Doubtful
4815,2012,13,Ben Bass,DT,Ankle,Did Not Participate In Practice,Out
4816,2012,13,Ryan Cook,G,Knee,Limited Participation in Practice,Questionable
4817,2012,13,Orlando Scandrick,CB,Hand,Did Not Participate In Practice,Out
4818,2012,13,Miles Austin,WR,Hip,Limited Participation in Practice,Questionable
4819,2012,13,Mohamed Sanu,WR,Foot,,Out
4820,2012,13,Darrell Stuckey,S,Hamstring,Did Not Participate In Practice,Out
4821,2012,13,Donald Butler,LB,Groin,Did Not Participate In Practice,Out
4822,2012,13,Jarret Johnson,LB,Back,Did Not Participate In Practice,Questionable
4823,2012,13,Matthew Slater,WR,Concussion,Limited Participation in Practice,Questionable
4824,2012,13,Julian Edelman,WR,Concussion,Limited Participation in Practice,Questionable
4825,2012,13,Jorvorskie Lane,RB,Knee,Limited Participation in Practice,Questionable
4826,2012,13,Brandon Stokley,WR,Wrist,Limited Participation in Practice,Questionable
4827,2012,13,Beanie Wells,RB,Knee,Limited Participation in Practice,Questionable
4828,2012,13,LaRon Byrd,WR,Head,Full Participation in Practice,Questionable
4829,2012,13,Andre Roberts,WR,Ankle,Did Not Participate In Practice,Questionable
4830,2012,13,Ricky Sapp,LB,Ankle,Limited Participation in Practice,Questionable
4831,2012,13,Clyde Gates,WR,Concussion,Did Not Participate In Practice,Doubtful
4832,2012,13,David Diehl,T,Shoulder,Limited Participation in Practice,Questionable
4833,2012,13,Jason Pierre-Paul,DE,Back,Did Not Participate In Practice,Questionable
4834,2012,13,Travis Beckum,TE,Knee,Did Not Participate In Practice,Out
4835,2012,13,Trent Williams,T,Thigh,Limited Participation in Practice,Questionable
4836,2012,14,Wesley Woodyard,LB,Ankle,Did Not Participate In Practice,Doubtful
4837,2012,14,Brandon Stokley,WR,Hip,Limited Participation in Practice,Questionable
4838,2012,14,Phillip Adams,CB,Concussion,Limited Participation in Practice,Questionable
4839,2012,14,Ronald Talley,DE,Ankle,Did Not Participate In Practice,Doubtful
4840,2012,14,Michael Turner,RB,Elbow,Limited Participation in Practice,Questionable
4841,2012,14,William Moore,S,Hamstring,Did Not Participate In Practice,Questionable
4842,2012,14,Jeff Byers,C,Back,Limited Participation in Practice,Questionable
4843,2012,14,James Anderson,LB,Face,Did Not Participate In Practice,Questionable
4844,2012,14,Brandon LaFell,WR,Foot,Did Not Participate In Practice,Questionable
4845,2012,14,Dwan Edwards,DT,Wrist,Did Not Participate In Practice,Questionable
4846,2012,14,Charles Godfrey,S,Back,Limited Participation in Practice,Questionable
4847,2012,14,Kurt Coleman,S,Chest,Did Not Participate In Practice,Out
4848,2012,14,Nate Menkin,T,Other,,Out
4849,2012,14,Roy Miller,DT,Head,Full Participation in Practice,Questionable
4850,2012,14,LeQuan Lewis,CB,Knee,Did Not Participate In Practice,Out
4851,2012,14,Nick Fairley,DT,Thigh,Limited Participation in Practice,Questionable
4852,2012,14,Mike Neal,DE,Shoulder,Did Not Participate In Practice,Doubtful
4853,2012,14,T.J. Lang,G,Ankle,Limited Participation in Practice,Questionable
4854,2012,14,James Starks,RB,Knee,Did Not Participate In Practice,Out
4855,2012,14,Hakeem Nicks,WR,Knee,Limited Participation in Practice,Questionable
4856,2012,14,Tyler Sash,S,Hamstring,Did Not Participate In Practice,Out
4857,2012,14,Asa Jackson,CB,Shoulder,Limited Participation in Practice,Questionable
4858,2012,14,Terrell Suggs,LB,Bicep,Limited Participation in Practice,Questionable
4859,2012,14,DeAngelo Hall,CB,Ankle,Limited Participation in Practice,Questionable
4860,2012,14,Stephen Hill,WR,Knee,Limited Participation in Practice,Questionable
4861,2012,14,Dustin Keller,TE,Ankle,Did Not Participate In Practice,Doubtful
4862,2012,14,Damon Harrison,DT,Ankle,Did Not Participate In Practice,Doubtful
4863,2012,14,George Selvie,DE,Concussion,Did Not Participate In Practice,Out
4864,2012,14,Rashad Jennings,RB,Concussion,Did Not Participate In Practice,Out
4865,2012,14,Aaron Ross,CB,Lower leg,Did Not Participate In Practice,Out
4866,2012,14,Cecil Shorts,WR,Concussion,Did Not Participate In Practice,Out
4867,2012,14,Michael Brewster,C,Hand,Did Not Participate In Practice,Out
4868,2012,14,Dre Kirkpatrick,CB,Head,Did Not Participate In Practice,Out
4869,2012,14,Mike Nugent,K,Lower leg,Did Not Participate In Practice,Doubtful
4870,2012,14,Cedric Peerman,RB,Ankle,Did Not Participate In Practice,Doubtful
4871,2012,14,Earl Bennett,WR,Concussion,,Out
4872,2012,14,Michael Bush,RB,Rib,Limited Participation in Practice,Questionable
4873,2012,14,Tim Jennings,CB,Shoulder,Did Not Participate In Practice,Out
4874,2012,14,Stephen Paea,DT,Foot,Limited Participation in Practice,Questionable
4875,2012,14,Brian Urlacher,LB,Hamstring,,Out
4876,2012,14,Jeromey Clary,T,Knee,Did Not Participate In Practice,Out
4877,2012,14,Michael Harris,T,Ankle,Did Not Participate In Practice,Questionable
4878,2012,14,Ike Taylor,CB,Ankle,Did Not Participate In Practice,Out
4879,2012,14,Kamerion Wimbley,DE,Foot,Full Participation in Practice,Questionable
4880,2012,14,Michael Roos,T,Knee,Full Participation in Practice,Questionable
4881,2012,14,Joe Reitz,G,Head,Did Not Participate In Practice,Out
4882,2012,14,Donald Brown,RB,Ankle,,Out
4883,2012,14,Mike McNeill,TE,Thigh,Did Not Participate In Practice,Out
4884,2012,14,Chris Hairston,T,Ankle,Did Not Participate In Practice,Out
4885,2012,14,Steve Johnson,WR,Hamstring,Limited Participation in Practice,Questionable
4886,2012,14,Eric Wood,C,Knee,Did Not Participate In Practice,Out
4887,2012,14,Leodis McKelvin,CB,Back,Limited Participation in Practice,Questionable
4888,2012,14,Chris White,LB,Back,Limited Participation in Practice,Questionable
4889,2012,14,Derrick Johnson,LB,Hamstring,Limited Participation in Practice,Questionable
4890,2012,14,Brandon Flowers,CB,Hamstring,Limited Participation in Practice,Questionable
4891,2012,14,Eric Berry,S,Hand,Limited Participation in Practice,Questionable
4892,2012,14,Abram Elam,S,Thigh,Did Not Participate In Practice,Doubtful
4893,2012,14,Russ Hochstein,G,Back,Limited Participation in Practice,Questionable
4894,2012,14,Jimmy Wilson,S,Hip,Limited Participation in Practice,Questionable
4895,2012,14,Garrett Graham,TE,Concussion,Limited Participation in Practice,Questionable
4896,2012,15,Michael Johnson,DE,Foot,Did Not Participate In Practice,Questionable
4897,2012,15,Brent Celek,TE,Concussion,,Out
4898,2012,15,Samson Satele,C,Ankle,Did Not Participate In Practice,Out
4899,2012,15,Delone Carter,RB,Ankle,Did Not Participate In Practice,Out
4900,2012,15,Kavell Conner,LB,Hamstring,Did Not Participate In Practice,Out
4901,2012,15,Winston Justice,T,Bicep,Did Not Participate In Practice,Out
4902,2012,15,Glover Quin,S,Hip,Limited Participation in Practice,Questionable
4903,2012,15,Darryl Sharpton,LB,Foot,Limited Participation in Practice,Questionable
4904,2012,15,Dwayne Bowe,WR,Rib,,Out
4905,2012,15,Richard Seymour,DT,Hamstring,Did Not Participate In Practice,Questionable
4906,2012,15,Walter Thurmond,CB,Hamstring,Did Not Participate In Practice,Out
4907,2012,15,Charly Martin,WR,Lower leg,,Out
4908,2012,15,Spencer Johnson,DT,Knee,Limited Participation in Practice,Questionable
4909,2012,15,Nick Barnett,LB,Knee,Limited Participation in Practice,Questionable
4910,2012,15,Leodis McKelvin,CB,Groin,Limited Participation in Practice,Questionable
4911,2012,15,Andy Levitre,G,Knee,Limited Participation in Practice,Questionable
4912,2012,15,Jairus Byrd,S,Lower leg,Limited Participation in Practice,Questionable
4913,2012,15,Marcell Dareus,DE,Shoulder,Limited Participation in Practice,Questionable
4914,2012,15,Jed Collins,RB,Foot,Limited Participation in Practice,Questionable
4915,2012,15,Malcolm Jenkins,S,Hamstring,Did Not Participate In Practice,Out
4916,2012,15,Chris Ivory,RB,Hamstring,Did Not Participate In Practice,Out
4917,2012,15,Zach Strief,T,Ankle,Did Not Participate In Practice,Out
4918,2012,15,Jordan Todman,RB,Lower leg,Did Not Participate In Practice,Out
4919,2012,15,Koa Misi,LB,Ankle,Did Not Participate In Practice,Out
4920,2012,15,Davone Bess,WR,Back,Did Not Participate In Practice,Out
4921,2012,15,Cortez Allen,CB,Groin,Did Not Participate In Practice,Doubtful
4922,2012,15,DeMarcus Ware,LB,Elbow,Did Not Participate In Practice,Questionable
4923,2012,15,Morris Claiborne,CB,Concussion,Limited Participation in Practice,Questionable
4924,2012,15,Dez Bryant,WR,Hand,Limited Participation in Practice,Questionable
4925,2012,15,Nate Livings,G,Concussion,Limited Participation in Practice,Questionable
4926,2012,15,Prince Amukamara,CB,Hamstring,Did Not Participate In Practice,Out
4927,2012,15,Michael Boley,LB,Back,Limited Participation in Practice,Questionable
4928,2012,15,Ahmad Bradshaw,RB,Knee,Did Not Participate In Practice,Out
4929,2012,15,Harry Douglas,WR,Rib,Limited Participation in Practice,Questionable
4930,2012,15,Roddy White,WR,Knee,Did Not Participate In Practice,Questionable
4931,2012,15,Jonathan Babineaux,DT,Rib,Limited Participation in Practice,Questionable
4932,2012,15,Brandon Pettigrew,TE,Ankle,Did Not Participate In Practice,Doubtful
4933,2012,15,Nick Fairley,DT,Shoulder,Did Not Participate In Practice,Doubtful
4934,2012,15,Early Doucet,WR,Concussion,Did Not Participate In Practice,Out
4935,2012,15,Dan Williams,DT,Hamstring,Limited Participation in Practice,Questionable
4936,2012,15,Rob Housler,TE,Knee,Did Not Participate In Practice,Questionable
4937,2012,15,James Anderson,LB,Back,Full Participation in Practice,Questionable
4938,2012,15,Geoff Hangartner,C,Foot,,Out
4939,2012,15,Colin Jones,S,Groin,Did Not Participate In Practice,Questionable
4940,2012,15,Ronnie Brown,RB,Hamstring,Did Not Participate In Practice,Doubtful
4941,2012,15,Demorrio Williams,LB,Ankle,Did Not Participate In Practice,Out
4942,2012,15,Josh Sitton,G,Hip,Did Not Participate In Practice,Questionable
4943,2012,15,Geno Hayes,LB,Knee,Limited Participation in Practice,Questionable
4944,2012,15,Matt Toeaina,DT,Knee,Limited Participation in Practice,Questionable
4945,2012,15,Shea McClellin,DE,Knee,Did Not Participate In Practice,Doubtful
4946,2012,15,Henry Melton,DT,Chest,Did Not Participate In Practice,Doubtful
4947,2012,15,Kyle Arrington,CB,Knee,Limited Participation in Practice,Questionable
4948,2012,15,Tracy White,LB,Elbow,Limited Participation in Practice,Questionable
4949,2012,15,Aqib Talib,CB,Hip,Limited Participation in Practice,Questionable
4950,2012,15,Vonta Leach,RB,Ankle,Limited Participation in Practice,Questionable
4951,2012,15,Jameel McClain,LB,Neck,,Out
4952,2012,15,Arthur Jones,DT,Shoulder,Limited Participation in Practice,Questionable
4953,2012,15,Bernard Pollard,S,Chest,Did Not Participate In Practice,Questionable
4954,2012,15,Robert Griffin III,QB,Knee,Limited Participation in Practice,Questionable
4955,2012,15,Antoine Winfield,CB,Knee,Did Not Participate In Practice,Questionable
4956,2012,15,Jermelle Cudjo,DT,Foot,Did Not Participate In Practice,Questionable
4957,2012,15,Bryan Thomas,LB,Chest,Did Not Participate In Practice,Doubtful
4958,2012,15,Aaron Berry,CB,Hamstring,Did Not Participate In Practice,Doubtful
4959,2012,15,Braylon Edwards,WR,Hamstring,Limited Participation in Practice,Questionable
4960,2012,16,Cliff Matthews,DE,Hamstring,Did Not Participate In Practice,Questionable
4961,2012,16,Tyson Clabo,T,Thigh,Limited Participation in Practice,Questionable
4962,2012,16,Chris Owens,CB,Hamstring,Limited Participation in Practice,Questionable
4963,2012,16,Chaz Schilens,WR,Lower leg,Limited Participation in Practice,Questionable
4964,2012,16,Kevin Matthews,C,Ankle,Did Not Participate In Practice,Out
4965,2012,16,Kendall Wright,WR,Rib,Did Not Participate In Practice,Questionable
4966,2012,16,Ryan Mouton,CB,Hamstring,Did Not Participate In Practice,Questionable
4967,2012,16,Jerel Worthy,DE,Hamstring,Limited Participation in Practice,Questionable
4968,2012,16,Tom Crabtree,TE,Hamstring,Did Not Participate In Practice,Out
4969,2012,16,Alex Green,RB,Concussion,Did Not Participate In Practice,Questionable
4970,2012,16,Greg Van Roten,G,Back,Did Not Participate In Practice,Questionable
4971,2012,16,Justin Tuck,DE,Shoulder,Did Not Participate In Practice,Questionable
4972,2012,16,David Baas,C,Hip,Limited Participation in Practice,Questionable
4973,2012,16,Tandon Doss,WR,Ankle,Did Not Participate In Practice,Questionable
4974,2012,16,Torrey Smith,WR,Head,Limited Participation in Practice,Questionable
4975,2012,16,Bernard Pierce,RB,Head,Did Not Participate In Practice,Questionable
4976,2012,16,Albert McClellan,DE,Thigh,Limited Participation in Practice,Questionable
4977,2012,16,Brian Robison,DE,Shoulder,Limited Participation in Practice,Questionable
4978,2012,16,Patrick Robinson,CB,Groin,Limited Participation in Practice,Questionable
4979,2012,16,Jed Collins,RB,Knee,Did Not Participate In Practice,Out
4980,2012,16,Ernie Sims,LB,Concussion,Full Participation in Practice,Questionable
4981,2012,16,Jonathan Scott,T,Hamstring,Limited Participation in Practice,Questionable
4982,2012,16,Blake Costanzo,LB,Lower leg,Did Not Participate In Practice,Questionable
4983,2012,16,Quentin Groves,LB,Foot,Limited Participation in Practice,Questionable
4984,2012,16,Nate Potter,T,Ankle,Limited Participation in Practice,Questionable
4985,2012,16,Mike Gibson,G,Lower leg,Did Not Participate In Practice,Out
4986,2012,16,Tyler Polumbus,T,Head,Limited Participation in Practice,Questionable
4987,2012,16,Stephen Bowen,DE,Bicep,Limited Participation in Practice,Questionable
4988,2012,16,Stanley Havili,RB,Hamstring,Did Not Participate In Practice,Out
4989,2012,16,Arthur Moats,LB,Ankle,,Out
4990,2012,16,Chris White,LB,Hamstring,Did Not Participate In Practice,Out
4991,2012,16,Marcus Easley,WR,Hamstring,Did Not Participate In Practice,Out
4992,2012,16,Nolan Carroll,CB,Knee,Limited Participation in Practice,Questionable
4993,2012,16,Brian Hartline,WR,Back,Limited Participation in Practice,Questionable
4994,2012,16,Dan Carpenter,K,Groin,Did Not Participate In Practice,Out
4995,2012,16,Will Tukuafu,DT,Concussion,Limited Participation in Practice,Questionable
4996,2012,16,Clark Haggans,LB,Shoulder,Did Not Participate In Practice,Questionable
4997,2012,16,Justin Smith,DT,Elbow,Did Not Participate In Practice,Questionable
4998,2012,16,Tavares Gooden,LB,Rib,Limited Participation in Practice,Questionable
4999,2012,16,Sidney Rice,WR,Knee,Limited Participation in Practice,Questionable
5000,2012,16,Jeron Johnson,S,Groin,Did Not Participate In Practice,Questionable
5001,2012,16,Adam Jones,CB,Hamstring,Limited Participation in Practice,Questionable
5002,2012,16,Juron Criner,WR,Hip,Limited Participation in Practice,Questionable
5003,2012,16,Antonio Johnson,DT,Ankle,Did Not Participate In Practice,Questionable
5004,2012,16,A.Q. Shipley,C,Knee,Full Participation in Practice,Questionable
5005,2012,16,Tony Moeaki,TE,Head,Did Not Participate In Practice,Doubtful
5006,2012,16,Cortland Finnegan,CB,Thigh,Did Not Participate In Practice,Questionable
5007,2012,16,Aaron Morgan,DE,Shoulder,Did Not Participate In Practice,Doubtful
5008,2012,16,Mike Rivera,LB,Ankle,Limited Participation in Practice,Questionable
5009,2012,16,Nate Solder,T,Abdomen,Limited Participation in Practice,Questionable
5010,2012,16,Dwight Lowery,CB,Foot,Did Not Participate In Practice,Questionable
5011,2012,16,Frostee Rucker,DE,Shoulder,Limited Participation in Practice,Questionable
5012,2012,16,Tashaun Gipson,S,Foot,Did Not Participate In Practice,Out
5013,2012,16,Jordan Cameron,TE,Head,Did Not Participate In Practice,Out
5014,2012,16,Ishmaa'ily Kitchen,DT,Lower leg,Limited Participation in Practice,Questionable
5015,2012,16,Mohamed Massaquoi,WR,Knee,Did Not Participate In Practice,Out
5016,2012,16,Alex Smith,TE,Knee,Did Not Participate In Practice,Questionable
5017,2012,16,Chris Gronkowski,RB,Hamstring,Limited Participation in Practice,Questionable
5018,2013,1,Brandon Williams,DT,Foot,Did Not Participate In Practice,Doubtful
5019,2013,1,Deonte Thompson,WR,Foot,Did Not Participate In Practice,Doubtful
5020,2013,1,Ryan Jensen,C,Foot,Did Not Participate In Practice,Doubtful
5021,2013,1,Chris Kuper,G,Ankle,Limited Participation in Practice,Doubtful
5022,2013,1,Champ Bailey,CB,Foot,Did Not Participate In Practice,Out
5023,2013,1,C.J. Anderson,RB,Knee,Did Not Participate In Practice,Out
5024,2013,1,Joel Dreessen,TE,Knee,Did Not Participate In Practice,Out
5025,2013,1,Chris Clemons,DE,Knee,Did Not Participate In Practice,Out
5026,2013,1,Jordan Hill,DT,Bicep,Did Not Participate In Practice,Out
5027,2013,1,Michael Bowie,T,Shoulder,Did Not Participate In Practice,Out
5028,2013,1,Brandon Browner,CB,Hamstring,Did Not Participate In Practice,Questionable
5029,2013,1,Cliff Avril,DE,Hamstring,Full Participation in Practice,Doubtful
5030,2013,1,Mike Mitchell,S,Lower leg,Did Not Participate In Practice,Doubtful
5031,2013,1,James Dockery,CB,Hand,Limited Participation in Practice,Out
5032,2013,1,Domenik Hixon,WR,Hamstring,Limited Participation in Practice,Questionable
5033,2013,1,Amini Silatolu,G,Hamstring,Limited Participation in Practice,Questionable
5034,2013,1,Kenjon Barner,RB,Foot,Did Not Participate In Practice,Out
5035,2013,1,Dwan Edwards,DT,Thigh,Did Not Participate In Practice,Questionable
5036,2013,1,Aaron Dobson,WR,Hamstring,Limited Participation in Practice,Questionable
5037,2013,1,Rob Gronkowski,TE,Back,Limited Participation in Practice,Doubtful
5038,2013,1,Duron Harmon,S,Hamstring,Limited Participation in Practice,Questionable
5039,2013,1,Brandon Bolden,RB,Knee,Limited Participation in Practice,Questionable
5040,2013,1,Nate Ebner,S,Ankle,Limited Participation in Practice,Questionable
